"panel","year","threshold_name","threshold_value","n_exceed","thin_flag","ln_mu","ln_sigma","ln_status","gpd_xi","gpd_sigma","gpd_status","vuong_stat","vuong_p","winner"
"control_lognormal",2003,"p95",605.142215069935,1402,"",5.75135709285284,1.97856379427723,"converged",0.0612876325922473,23432.1337223959,"converged",31.6062334480193,3.03130952129906e-219,"LN"
"control_lognormal",2003,"p97.5",1890.55594954544,701,"",5.83510511904628,1.94525641392073,"converged",0.291083655121448,8606.72574255835,"converged",8.29969495859288,1.04379049872738e-16,"LN"
"control_lognormal",2003,"p99",5137.6059537104,281,"",8.5664752680853,1.25696530842131,"converged",0.209765061031509,15170.3657306987,"converged",3.0791616350587,0.0020758402443177,"LN"
"control_lognormal",2004,"p90",223.5803933,2877,"",4.45722115843351,2.44303591554835,"converged",0.13519305109907,78400.1082243588,"converged",79.7525611509162,0,"LN"
"control_lognormal",2004,"p95",818.876895553847,1439,"",6.27618410232687,1.88799997946146,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2004,"p97.5",2673.47139927922,720,"",2.699987641516,2.77547651170321,"converged",0.379675927646945,13989.4333541534,"converged",10.492001580074,9.40153297385441e-26,"LN"
"control_lognormal",2004,"p99",7499.73866184935,288,"",8.62270542549017,1.31480596708405,"converged",0.222581666379027,20302.9663004119,"converged",3.33375028607903,0.000856835444841311,"LN"
"control_lognormal",2005,"p90",250.395716561761,2929,"",4.72170273701573,2.40835787683846,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2005,"p95",944.281754654631,1465,"",6.43632382541736,1.85508079127676,"converged",0.0708640592646991,60033.3838466331,"converged",42.2368864465074,0,"LN"
"control_lognormal",2005,"p97.5",2883.91369969457,733,"",4.55564211634021,2.32636560718577,"converged",0.33612312370778,14249.3706561736,"converged",10.5031981995261,8.35021320466112e-26,"LN"
"control_lognormal",2005,"p99",8458.99730713327,293,"",5.85233671409624,1.99933834241903,"converged",0.25742341869572,20256.8453305848,"converged",3.9325239053749,8.40586174032624e-05,"LN"
"control_lognormal",2006,"p90",287.435058221144,2999,"",4.88614756870968,2.40398396947714,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2006,"p95",1132.33842734167,1500,"",6.40572277644205,1.95550478368321,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2006,"p97.5",3286.72451602017,750,"",6.13140377293257,2.11836690935174,"converged",0.295976963875458,24749.2867744676,"converged",12.1709064289699,4.44122971440176e-34,"LN"
"control_lognormal",2006,"p99",9754.03996532636,300,"",8.02849113728375,1.46391731440213,"converged",0.202683570837583,20412.2963682989,"converged",2.98715433143273,0.00281587532153827,"LN"
"control_lognormal",2007,"p90",345.303153,3064,"",5.25240233696502,2.31471516939749,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2007,"p95",1310.363012,1532,"",6.70267194363826,1.88942716395722,"converged",0.0668483505531118,61428.3808000654,"converged",37.8156689560188,0,"LN"
"control_lognormal",2007,"p97.5",3958.72855860059,766,"",6.38191666968062,1.94367628485447,"converged",0.302588553148807,14705.4380450278,"converged",7.65710638711535,1.90169095798098e-14,"LN"
"control_lognormal",2007,"p99",11464.6696634528,307,"",6.42302007774226,1.96772457398496,"converged",0.270083414140791,29825.0473083556,"converged",4.37020277809231,1.24131209925151e-05,"LN"
"control_lognormal",2008,"p90",414.2823679,3092,"",5.52504287165092,2.25458140286447,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2008,"p95",1592.24054505992,1546,"",6.71767428270939,1.8537723193735,"converged",0.32232044096438,10229.9827446061,"converged",12.8252611911587,1.18386945000196e-37,"LN"
"control_lognormal",2008,"p97.5",4572.66853699999,773,"",6.73635471274107,1.82321497990074,"converged",0.0598000960147718,71537.8002974261,"converged",22.6560122971973,1.21715174126265e-113,"LN"
"control_lognormal",2008,"p99",13119.8879792192,310,"",8.2265219890244,1.45930323751565,"converged",0.213400801886908,26636.105254638,"converged",3.21347491665904,0.00131139251936691,"LN"
"control_lognormal",2009,"p90",335.181829539397,3088,"",5.16629401334024,2.29113955634025,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2009,"p95",1248.51847832249,1544,"",5.49712743963429,2.19010961533946,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2009,"p97.5",3649.88508304032,772,"",7.14964212701264,1.67104735008388,"converged",0.258880545909664,12178.9786702947,"converged",6.48992201594234,8.58808160390702e-11,"LN"
"control_lognormal",2009,"p99",10124.8318655059,309,"",8.35828119459762,1.51998769580838,"converged",0.249958912687317,28730.7552393311,"converged",3.94237283176586,8.06794303279448e-05,"LN"
"control_lognormal",2010,"p90",370.3014772,3116,"",4.85652803055429,2.36568751785585,"converged",1.00166209546368,1059.28523425313,"converged",4.60281823470078,4.16811978032664e-06,"LN"
"control_lognormal",2010,"p95",1348.00758090898,1558,"",5.89237934474103,2.06570736666649,"converged",0.0997277675301302,25425.4514065775,"converged",26.7270903980184,2.28031814345277e-157,"LN"
"control_lognormal",2010,"p97.5",3755.78158377673,779,"",7.21621328812296,1.59856718850222,"converged",0.263171595453595,11967.4960559126,"converged",7.01998246356749,2.21896094346081e-12,"LN"
"control_lognormal",2010,"p99",10614.1856073271,312,"",8.19388446216209,1.48430602436062,"converged",0.228910574346569,25643.805902101,"converged",3.61638305084365,0.000298748196820138,"LN"
"control_lognormal",2011,"p90",442.3763156,3144,"",5.35815226058986,2.27688263494143,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2011,"p95",1627.22591176888,1572,"",6.85757141302049,1.82085592781993,"converged",0.293127655422498,12327.7328992798,"converged",14.4681264826813,1.92648391278097e-47,"LN"
"control_lognormal",2011,"p97.5",4431.17451119076,786,"",7.26300084388855,1.72501324413767,"converged",0.285387690233645,16128.5459178301,"converged",7.36215803862877,1.80960545859432e-13,"LN"
"control_lognormal",2011,"p99",12348.1022486301,315,"",8.10801222202792,1.49403493577134,"converged",0.226670370610308,26189.2990782188,"converged",3.48028676882654,0.000500877349714313,"LN"
"control_lognormal",2012,"p90",443.011530925439,3151,"",5.79023839107816,2.1589109797794,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2012,"p95",1614.13301878116,1576,"",6.70580057161694,1.81711906827044,"converged",0.310535952609975,9423.62630155567,"converged",12.4640029934456,1.17329999057524e-35,"LN"
"control_lognormal",2012,"p97.5",4470.07348417228,788,"",7.73942964178439,1.59847757208038,"converged",0.257934815234958,16288.1709209776,"converged",6.51710262406844,7.16783893801168e-11,"LN"
"control_lognormal",2012,"p99",12899.8038693705,316,"",8.94263280340638,1.32502438501047,"converged",0.18920688784191,29638.2231228941,"converged",2.82084041069439,0.00478980246982157,"LN"
"control_lognormal",2013,"p90",443.916511,3184,"",5.0663731935578,2.32627960090719,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2013,"p95",1643.59212757764,1592,"",5.48948544106769,2.25141633011814,"converged",0.0639107812559541,68707.1805318175,"converged",37.7813089819734,0,"LN"
"control_lognormal",2013,"p97.5",4421.45479321262,796,"",5.98102276595687,2.04853649391577,"converged",0.318182096381221,17091.597705473,"converged",8.87633596153939,6.90989191527292e-19,"LN"
"control_lognormal",2013,"p99",12393.3483970966,319,"",7.96694346415713,1.5708249898314,"converged",0.245919816961312,29291.8894231585,"converged",3.96518415715632,7.3339303670344e-05,"LN"
"control_lognormal",2014,"p90",459.678311264526,3164,"",5.18813374446683,2.35986806063567,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2014,"p95",1685.09720539999,1582,"",6.37172598386165,2.01126935330811,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2014,"p97.5",4561.06447248153,791,"",5.86907156041052,2.11031594116176,"converged",0.316897325897996,17825.1135688381,"converged",8.48941418686374,2.07681302253556e-17,"LN"
"control_lognormal",2014,"p99",12755.4086279932,317,"",9.16877799439167,1.21342002527724,"converged",0.207044774921155,29266.9451991212,"converged",3.26282410989393,0.00110307958723821,"LN"
"control_lognormal",2015,"p90",388.547603752316,3210,"",4.60401143115506,2.44224450908336,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2015,"p95",1361.42011184583,1605,"",5.98976196996562,2.04768772642746,"converged",0.314363403175175,10601.5486381384,"converged",15.5823713505599,9.59289960500493e-55,"LN"
"control_lognormal",2015,"p97.5",3786.29282430794,803,"",5.2345620313374,2.25399820919412,"converged",0.330403402000372,16713.0869209096,"converged",9.46595080922046,2.90902301272356e-21,"LN"
"control_lognormal",2015,"p99",10472.4191880269,321,"",8.88782992151432,1.31510283613454,"converged",0.205447952237156,26384.2733474952,"converged",3.12408767563789,0.00178357302523622,"LN"
"control_lognormal",2016,"p90",372.6653723,3222,"",4.86418166253253,2.4007554088809,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2016,"p95",1320.46493831157,1611,"",5.59208338649776,2.15758347547591,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2016,"p97.5",3733.65676463377,806,"",6.64638386045517,1.85899814635421,"converged",0.284569350426174,14498.2329274485,"converged",7.96149378926879,1.69974597726695e-15,"LN"
"control_lognormal",2016,"p99",10703.2023057735,323,"",7.97702162639009,1.6411745145151,"converged",0.242397812591804,29673.4833965887,"converged",3.82544678346277,0.00013053513128504,"LN"
"control_lognormal",2017,"p90",408.088515859009,3231,"",4.82237041342158,2.43484244285481,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2017,"p95",1487.78145724862,1616,"",6.08429246079043,2.05346446990864,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2017,"p97.5",4198.9034342041,808,"",6.14664592628932,2.10478740740003,"converged",0.317286569597265,21288.9692754286,"converged",9.89479528222802,4.38506663320889e-23,"LN"
"control_lognormal",2017,"p99",12194.9746771262,324,"",8.24245534231059,1.4778443683102,"converged",0.244721956544706,28632.1304141533,"converged",4.1222761114368,3.75147158154503e-05,"LN"
"control_lognormal",2018,"p90",444.439121478909,3233,"",5.24314343435859,2.37135991597757,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2018,"p95",1653.44300895,1617,"",5.84183429947864,2.19794841965566,"converged",0.0967453267978272,73233.0737492407,"converged",39.255609989878,0,"LN"
"control_lognormal",2018,"p97.5",4792.55404795247,809,"",6.2977801512503,2.00583786018968,"converged",0.291596914465831,20322.3041879298,"converged",9.12624662119955,7.09153291175171e-20,"LN"
"control_lognormal",2018,"p99",13417.8403961993,324,"",3.90510147383754,2.51923620072874,"converged",0.337355579050392,39910.6861379532,"converged",6.0375709828248,1.56451348427023e-09,"LN"
"control_lognormal",2019,"p90",454.265533012903,3165,"",5.62160148841108,2.26434849967362,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_lognormal",2019,"p95",1677.6445473,1583,"",5.09041704522931,2.41101989558797,"converged",0.102589916282005,110396.208682058,"converged",44.4430303591677,0,"LN"
"control_lognormal",2019,"p97.5",4683.31825549613,792,"",6.67930086496324,1.83884105039061,"converged",0.267149046202611,15805.6575981317,"converged",7.30099655312091,2.85644066493638e-13,"LN"
"control_lognormal",2019,"p99",13142.6528985702,317,"",8.36731241185527,1.45409975582371,"converged",0.209037503079156,28046.0428202492,"converged",3.16331601621056,0.00155982910398387,"LN"
"control_pareto",1988,"p90",83.3277000000006,823,"",-7.86732281171966,3.09417526615522,"converged",0.649505580520239,61.6219362436935,"converged",1.23047268443192,0.218520149769419,"neither"
"control_pareto",1988,"p95",270.01463065,412,"",-22.55422653557,4.62855922490753,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1988,"p97.5",846.014048074999,206,"",NA,NA,"failed:optim_code_52",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1988,"p99",2475.8064544,83,"",-5.06862551162353,3.03042333495383,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1989,"p90",140.3720608,945,"",-22.4185169853527,4.40041875940847,"converged",0.771928898191863,84.1332691951982,"converged",-1.33499308608892,0.181878609325767,"neither"
"control_pareto",1989,"p95",438.3931269,473,"",NA,NA,"failed:optim_code_52",0.71028268990233,293.613261166868,"converged",NA,NA,"no_comparison"
"control_pareto",1989,"p97.5",1162.4325308,237,"",-18.9321041356876,4.16669428568245,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1989,"p99",2976.86651453996,95,"",NA,NA,"failed:optim_code_52",0.350882792914572,6451.86972456423,"converged",NA,NA,"no_comparison"
"control_pareto",1990,"p90",150.0421176,984,"",NA,NA,"failed:optim_code_52",0.659509339913599,97.0143029449759,"converged",NA,NA,"no_comparison"
"control_pareto",1990,"p95",480.191250199999,492,"",-19.4168328227762,4.26741466570933,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1990,"p97.5",1315.068753,246,"",2.94081442532903,1.97867802067994,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1990,"p99",3440.93287628,99,"",-15.7486632797752,4.02199741737343,"converged",0.334535967445998,5663.87807579327,"converged",3.37878725363541,0.00072806326390907,"LN"
"control_pareto",1991,"p90",152.5611948,1082,"",-10.4713565449462,3.31669132260049,"converged",0.586213221639238,107.344614731419,"converged",-0.887319273998684,0.374907031544884,"neither"
"control_pareto",1991,"p95",521.747259599997,541,"",-5.6095105318528,3.01263924929187,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1991,"p97.5",1430.5028147,271,"",-17.5156255546828,4.32045380474802,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1991,"p99",3942.54569576,109,"",-21.0969278115639,4.85318000942168,"converged",0.440042876213521,23460.7777201911,"converged",7.88579138571082,3.12548371279776e-15,"LN"
"control_pareto",1992,"p90",147.7471912,1339,"",NA,NA,"failed:optim_code_52",0.705319406314465,89.1475498443572,"converged",NA,NA,"no_comparison"
"control_pareto",1992,"p95",504.9593482,670,"",NA,NA,"failed:optim_code_52",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1992,"p97.5",1359.5939832,335,"",-20.1733498824086,4.55495482943608,"converged",0.332641747539684,2853.66790473677,"converged",6.30141356837628,2.94943239704975e-10,"LN"
"control_pareto",1992,"p99",3942.21187484,134,"",7.1336777350343,1.16786672385365,"converged",0.0187453912914284,6462.16250305449,"converged",2.65052565205193,0.00803666241385667,"LN"
"control_pareto",1993,"p90",143.104042,1487,"",-21.1010506280795,4.25041129532119,"converged",0.691863475238147,91.5119950054614,"converged",-0.823773855420681,0.410068065598659,"neither"
"control_pareto",1993,"p95",484.5825075,744,"",NA,NA,"failed:optim_code_52",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1993,"p97.5",1324.33520525,372,"",1.75039168011644,2.1256703328394,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1993,"p99",3376.55324289997,149,"",NA,NA,"failed:optim_code_52",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1994,"p90",145.5044148,1752,"",-17.5269744308428,3.93005988988549,"converged",0.629432520609284,96.2028457119925,"converged",0.476201781260383,0.633930630608607,"neither"
"control_pareto",1994,"p95",456.308836549997,876,"",NA,NA,"failed:optim_code_52",0.704452224183875,308.706375795817,"converged",NA,NA,"no_comparison"
"control_pareto",1994,"p97.5",1260.070701075,438,"",-8.58774126127084,3.55150373981958,"converged",0.119027349617424,6472.97527365315,"converged",12.3304189732216,6.21228712544594e-35,"LN"
"control_pareto",1994,"p99",3425.23069831996,176,"",-18.0523435475758,4.41959581897406,"converged",0.369141158226535,8467.66532535841,"converged",6.04375916780658,1.50564206922674e-09,"LN"
"control_pareto",1995,"p90",152.5975812,1890,"",-23.4877406320917,4.5565961812759,"converged",0.695677662667225,104.092100098541,"converged",-0.266564646528517,0.789804378905578,"neither"
"control_pareto",1995,"p95",492.160091000002,945,"",-23.7023931379008,4.74205898104714,"converged",0.770078552241692,333.089943024768,"converged",-0.768009858452869,0.442481327984712,"neither"
"control_pareto",1995,"p97.5",1393.79724959999,473,"",-10.9437081529025,3.71517490099632,"converged",0.076610713137384,5495.14264491853,"converged",11.043023442899,2.36924299255564e-28,"LN"
"control_pareto",1995,"p99",3866.17310852001,189,"",4.79067504901509,1.85965605660783,"converged",0.23652827688946,6790.28243308502,"converged",2.86500868365749,0.00416997807004691,"LN"
"control_pareto",1996,"p90",155.747700000001,1962,"",NA,NA,"failed:optim_code_52",0.716938547741168,103.22892330438,"converged",NA,NA,"no_comparison"
"control_pareto",1996,"p95",516.5808624,981,"",NA,NA,"failed:optim_code_52",0.650714142288137,335.150288216932,"converged",NA,NA,"no_comparison"
"control_pareto",1996,"p97.5",1432.3759071,491,"",-14.8308144995478,4.0374547119041,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1996,"p99",3929.33504142,197,"",-8.36994965879853,3.49876890451584,"converged",0.364886967668,12451.383020814,"converged",8.34488784733634,7.12814978001277e-17,"LN"
"control_pareto",1997,"p90",161.05395,2089,"",-21.3701236567791,4.39446220451757,"converged",0.679803724735813,113.105170442076,"converged",-0.89878870013855,0.368765220087738,"neither"
"control_pareto",1997,"p95",540.5831385,1045,"",-6.78825421504354,3.10681997959928,"converged",0.710887195346859,340.699989293532,"converged",-1.03869413799237,0.298947008317508,"neither"
"control_pareto",1997,"p97.5",1555.4351755,523,"",-17.291227565135,4.38667813873761,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1997,"p99",4194.14161099999,209,"",NA,NA,"failed:optim_code_52",0.264391048837836,5579.96576957753,"converged",NA,NA,"no_comparison"
"control_pareto",1998,"p90",146.0046234,2188,"",-16.3568080416184,3.88645818717303,"converged",0.632312056824844,100.921853129347,"converged",0.52395365842758,0.600310772265844,"neither"
"control_pareto",1998,"p95",487.955828550001,1094,"",-7.72186544950357,3.10726411236497,"converged",0.67797241798312,293.484885474423,"converged",-1.49615100535479,0.134614308834726,"neither"
"control_pareto",1998,"p97.5",1415.26376007499,547,"",-16.2355746188895,3.99996140313835,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1998,"p99",3849.98277352002,219,"",2.07974267900367,2.19465675497309,"converged",0.250612505416637,5691.99856966704,"converged",3.33783203284935,0.000844347738673557,"LN"
"control_pareto",1999,"p90",145.0090081,2287,"",NA,NA,"failed:optim_code_52",0.687958145712378,90.8572126345437,"converged",NA,NA,"no_comparison"
"control_pareto",1999,"p95",497.99835345,1144,"",NA,NA,"failed:optim_code_52",0.70821089504469,327.270310968589,"converged",NA,NA,"no_comparison"
"control_pareto",1999,"p97.5",1442.169941175,572,"",NA,NA,"failed:optim_code_52",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",1999,"p99",3937.22429480999,229,"",NA,NA,"failed:optim_code_52",0.301906294554331,11465.7825595655,"converged",NA,NA,"no_comparison"
"control_pareto",2000,"p90",146.3469529,2586,"",NA,NA,"failed:optim_code_52",0.656960625002716,100.873916891499,"converged",NA,NA,"no_comparison"
"control_pareto",2000,"p95",534.082148249999,1293,"",-18.5785334127222,4.20260616033861,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2000,"p97.5",1590.80404441879,647,"",NA,NA,"failed:optim_code_52",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2000,"p99",4674.17601037,259,"",-9.76391297867706,3.53919554605703,"converged",0.0621236189426454,14885.4564128446,"converged",7.84183707935797,4.44002200781638e-15,"LN"
"control_pareto",2001,"p90",148.6027556,2663,"",NA,NA,"failed:optim_code_52",0.659475812638753,101.756991471118,"converged",NA,NA,"no_comparison"
"control_pareto",2001,"p95",509.101273618859,1332,"",-17.6703027365807,4.03420560387518,"converged",0.628048220046648,336.624497848517,"converged",0.47788642966884,0.632731040527812,"neither"
"control_pareto",2001,"p97.5",1506.18437336045,666,"",NA,NA,"failed:optim_code_52",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2001,"p99",4422.85081260585,267,"",-14.3881107370799,3.85445701422643,"converged",0.26635869432709,6668.59456674009,"converged",4.30242975816698,1.68935235638972e-05,"LN"
"control_pareto",2002,"p90",150.755399163684,2737,"",-18.4071718359407,4.02485884128029,"converged",0.6374688040014,101.315848094302,"converged",-0.92057857074169,0.357270494480039,"neither"
"control_pareto",2002,"p95",522.541866999998,1369,"",-5.82279475239495,2.99106277817917,"converged",0.61374244068724,370.975527850337,"converged",1.67665137194471,0.0936106748573259,"neither"
"control_pareto",2002,"p97.5",1555.78861729308,685,"",-13.1006449981802,3.74920404736694,"converged",0.623599506174619,1015.20222658314,"converged",0.255469641814113,0.798360388171581,"neither"
"control_pareto",2002,"p99",4535.155966085,274,"",-18.8711545765561,4.46124199322531,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2003,"p90",171.2659696,2804,"",-8.73258282524074,3.1448198804539,"converged",0.605827274725702,116.321077334291,"converged",-0.952836558532807,0.340672888000485,"neither"
"control_pareto",2003,"p95",605.142215069935,1402,"",NA,NA,"failed:optim_code_52",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2003,"p97.5",1890.55594954544,701,"",NA,NA,"failed:optim_code_52",0.299186199096791,3671.8964167467,"converged",NA,NA,"no_comparison"
"control_pareto",2003,"p99",5137.6059537104,281,"",-19.6835668435202,4.50818615977303,"converged",0.313127617957628,10942.7614004019,"converged",5.88283529273275,4.03297222043414e-09,"LN"
"control_pareto",2004,"p90",223.5803933,2877,"",NA,NA,"failed:optim_code_52",0.650952493801578,149.30154975413,"converged",NA,NA,"no_comparison"
"control_pareto",2004,"p95",818.876895553847,1439,"",-20.4435688785188,4.37260041419604,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2004,"p97.5",2673.47139927922,720,"",-17.7625496563211,4.39624141762478,"converged",0.349134238308917,6615.03028576483,"converged",11.2608172041521,2.04850196724329e-29,"LN"
"control_pareto",2004,"p99",7499.73866184935,288,"",-14.6175515702214,4.0060536649481,"converged",0.261673672618816,269139.867995402,"converged",28.2073379808658,4.75314677978442e-175,"LN"
"control_pareto",2005,"p90",250.395716561761,2929,"",-20.377500467359,4.26867540364938,"converged",0.653188976122031,170.317352304808,"converged",-0.0561992852646804,0.955183050540868,"neither"
"control_pareto",2005,"p95",944.281754654631,1465,"",-18.5077252861935,4.28864590339057,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2005,"p97.5",2883.91369969457,733,"",-10.9881231054091,3.63859199664664,"converged",0.6755812539716,1877.63382762334,"converged",-0.807001339198367,0.419665711594665,"neither"
"control_pareto",2005,"p99",8458.99730713327,293,"",-15.6494564678518,4.13672646418159,"converged",0.297941515031171,14000.791145273,"converged",4.98419772466861,6.22194298356204e-07,"LN"
"control_pareto",2006,"p90",287.435058221144,2999,"",-21.960048861876,4.43819536707966,"converged",0.640044517331962,199.165075551965,"converged",-2.3897021022696,0.0168620436357553,"GPD"
"control_pareto",2006,"p95",1132.33842734167,1500,"",NA,NA,"failed:optim_code_52",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2006,"p97.5",3286.72451602017,750,"",-14.9027657147033,3.78543064089625,"converged",0.266297463935811,4661.27616511809,"converged",7.62973011714273,2.35245664799572e-14,"LN"
"control_pareto",2006,"p99",9754.03996532636,300,"",-0.664266784288866,2.70456710775547,"converged",0.256649457833129,15005.1884334037,"converged",3.9659890850624,7.30922073022264e-05,"LN"
"control_pareto",2007,"p90",345.303153,3064,"",-14.7411440435374,3.74791497398432,"converged",0.615385711045012,228.645670650882,"converged",1.00680849799649,0.314026810099176,"neither"
"control_pareto",2007,"p95",1310.363012,1532,"",NA,NA,"failed:optim_code_52",0.646806486628068,823.538002141262,"converged",NA,NA,"no_comparison"
"control_pareto",2007,"p97.5",3958.72855860059,766,"",-15.9466911580493,4.01040634894986,"converged",0.269936630993082,5873.22514904925,"converged",7.10034177798888,1.24448737332099e-12,"LN"
"control_pareto",2007,"p99",11464.6696634528,307,"",-15.2356054558237,4.0276915417668,"converged",0.275518526863367,17140.9540191194,"converged",4.59329404879671,4.36303596410057e-06,"LN"
"control_pareto",2008,"p90",414.2823679,3092,"",-21.9312679937568,4.42542443412606,"converged",0.677392474530243,274.293128245525,"converged",-0.939962514445296,0.347236788953485,"neither"
"control_pareto",2008,"p95",1592.24054505992,1546,"",NA,NA,"failed:optim_code_52",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2008,"p97.5",4572.66853699999,773,"",-14.8915016443836,4.05756145842179,"converged",0.275146771151609,9579.29212844118,"converged",9.86827343443107,5.71396397891359e-23,"LN"
"control_pareto",2008,"p99",13119.8879792192,310,"",-15.7612354189692,4.24207850852096,"converged",0.247303977097792,41955.8677196291,"converged",8.6872778223483,3.71227490507657e-18,"LN"
"control_pareto",2009,"p90",335.181829539397,3088,"",NA,NA,"failed:optim_code_52",0.69475334302945,210.735804601481,"converged",NA,NA,"no_comparison"
"control_pareto",2009,"p95",1248.51847832249,1544,"",-16.7999420401087,4.14138975934973,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2009,"p97.5",3649.88508304032,772,"",-17.967045371576,4.17697969846838,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2009,"p99",10124.8318655059,309,"",2.37092024996408,2.27370785160762,"converged",0.223947751994599,13962.701824431,"converged",3.42845660623966,0.000607023568137618,"LN"
"control_pareto",2010,"p90",370.3014772,3116,"",-9.58368400598361,3.40657178297935,"converged",0.642004202225581,268.069470358998,"converged",1.14258361974508,0.253211509666227,"neither"
"control_pareto",2010,"p95",1348.00758090898,1558,"",-10.0508521762998,3.54143873927012,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2010,"p97.5",3755.78158377673,779,"",-16.3998275531271,4.21757811292877,"converged",0.291703077363975,7032.22513223795,"converged",8.22324323150345,1.98072560202485e-16,"LN"
"control_pareto",2010,"p99",10614.1856073271,312,"",NA,NA,"failed:optim_code_52",0.263594200212669,15612.7436328559,"converged",NA,NA,"no_comparison"
"control_pareto",2011,"p90",442.3763156,3144,"",-16.898390281628,4.00563299849942,"converged",0.630767574567998,301.279557854496,"converged",0.550191411958963,0.582188093377773,"neither"
"control_pareto",2011,"p95",1627.22591176888,1572,"",-14.1912350382536,3.95819958592915,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2011,"p97.5",4431.17451119076,786,"",-9.1712857769305,3.51068429014082,"converged",0.273384000522983,7071.94495500806,"converged",7.12983291398064,1.00490839314821e-12,"LN"
"control_pareto",2011,"p99",12348.1022486301,315,"",-10.9417649477847,3.89747532371748,"converged",0.296798619919554,24585.297915453,"converged",5.47499473165748,4.37524627625802e-08,"LN"
"control_pareto",2012,"p90",443.011530925439,3151,"",NA,NA,"failed:optim_code_52",0.676855579476781,286.003652177668,"converged",NA,NA,"no_comparison"
"control_pareto",2012,"p95",1614.13301878116,1576,"",-20.4248546267952,4.43781274183072,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"control_pareto",2012,"p97.5",4470.07348417228,788,"",-17.1725004934863,4.26623646683279,"converged",0.156410932215382,150838.567368252,"converged",44.3038414199993,0,"LN"
"control_pareto",2012,"p99",12899.8038693705,316,"",NA,NA,"failed:optim_code_52",0.360554832094951,34741.1190928209,"converged",NA,NA,"no_comparison"
"control_pareto",2013,"p90",443.916511,3184,"",-16.8743651755515,4.01321903558044,"converged",0.642548595726616,298.54691417243,"converged",-1.05709095280883,0.290470079819449,"neither"
